year,player,conference,athlete_id,position,passing_completions,passing_att,passing_pct,passing_yds,passing_td,passing_int,passing_ypa,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,dual_threat,team,total_wins,qb_type,off_explosiveness,off_success_rate,off_pts_per_opp,passing_qbr,predicted_qbr,fpi,recruiting_points,avg_temp,avg_humidity,avg_wind,avg_pressure,pct_indoors
2010,Tyrod Taylor,ACC,236838,QB,188,315,0.597,2743,24,5,8.7,146,659,5,4.5,72,Dual Threat,Virginia Tech,11,Pure Runner,0.9308098501273984,0.4545454545454546,0.0707070707070707,72.5,65.65256782791187,18.4,214.01,64.85454545454546,53.63636363636363,6.818181818181818,1015.375,0
2010,Dan Persa,Big Ten,237001,QB,222,302,0.735,2581,15,4,8.5,164,519,9,3.2,31,Not Dual Threat,Northwestern,7,Pure Runner,0.8281412515410715,0.4668470906630582,-0.1044776119402985,72.21333333333334,63.6031106833982,-2,176.85,57.2,60.583333333333336,7.141666666666667,1018.3636363636364,0
2010,Russell Wilson,ACC,238093,QB,308,527,0.584,3563,28,14,6.8,143,435,9,3,34,Dual Threat,NC State,9,Dual Threat,0.9547611999121532,0.4057815845824411,-0.1346153846153846,60.23888888888889,57.25053943721196,11.6,208.25,72.11818181818182,41.18181818181818,7.336363636363636,1016.7636363636364,0
2010,Stephen Garcia,SEC,243503,QB,224,349,0.642,3059,20,14,8.8,105,222,6,2.1,22,Dual Threat,South Carolina,9,Other,1.0111902612132182,0.4419753086419753,-0.07291666666666667,64.88571428571429,57.5973934987522,16.6,210.39,69.26666666666667,44.416666666666664,3.275,1018.825,0
2010,Jacory Harris,ACC,377700,QB,148,270,0.548,1793,14,15,6.6,29,27,2,0.9,29,Not Dual Threat,Miami,7,Other,0.90206710390206,0.4182242990654206,-0.08536585365853659,46.15,46.74976490104401,12,249.55,73.95833333333333,49.083333333333336,7.875,1018.025,0
2010,Landry Jones,Big 12,377845,QB,405,617,0.656,4718,38,12,7.6,51,-128,1,-2.5,18,Not Dual Threat,Oklahoma,12,Pocket Passer,0.8077822360363682,0.4477317554240631,-0.11666666666666668,65.43636363636364,65.55713174197932,21.1,283.58,72.23636363636363,41,7.863636363636364,1016.5727272727273,0
2010,Kyle Parker,ACC,377866,QB,196,341,0.575,2213,12,11,6.5,47,28,0,0.6,18,Not Dual Threat,Clemson,6,Other,0.9064457634736818,0.376425855513308,-0.08641975308641975,40.17368421052632,45.795581905129524,10.4,218.08,66.21818181818182,40.81818181818182,5.545454545454546,1018.2454545454545,0
2010,Robert Griffin III,Big 12,378497,QB,304,454,0.67,3501,22,8,7.7,149,635,8,4.3,71,Dual Threat,Baylor,7,Dual Threat,1.015294209067476,0.435656836461126,-0.07368421052631578,66.81,59.1219539157384,3.2,206.15,75.01818181818182,48.63636363636363,7.790909090909091,1016.9111111111112,0
2010,Jordan Jefferson,SEC,378564,QB,118,209,0.565,1411,7,10,6.8,123,450,7,3.7,83,Not Dual Threat,LSU,11,Pure Runner,0.8265405416603262,0.41405269761606023,0,47.295,42.77406515076142,16.8,267.84,77.96666666666667,53,3.5,1013.6333333333333,0
2010,Blaine Gabbert,Big 12,381364,QB,301,475,0.634,3186,16,9,6.7,112,232,5,2.1,32,Not Dual Threat,Missouri,10,Pocket Passer,0.9259678478796024,0.43828715365239296,-0.07954545454545454,56.62,54.71351598166552,16.2,229,67.05555555555556,51.333333333333336,7.777777777777778,1017.6333333333333,0
2010,Sean Renfree,ACC,381689,QB,285,464,0.614,3131,14,17,6.7,51,-47,4,-0.9,37,Not Dual Threat,Duke,3,Other,0.9151422248837386,0.4177057356608479,-0.18421052631578944,45.87894736842105,44.538988922760495,-4,171.81,68.25,40.75,5.208333333333333,1017.7363636363636,0
2010,Jeremiah Masoli,SEC,381755,QB,167,296,0.564,2039,14,13,6.9,121,544,6,4.5,56,Not Dual Threat,Ole Miss,4,Pure Runner,0.9699009538954896,0.38188976377952755,-0.1794871794871795,53.23157894736842,45.40567518591957,1.3,223.7,67.63636363636364,50.45454545454545,4.954545454545455,1017.7,0.09090909090909091
2010,Garrett Gilbert,Big 12,480209,QB,260,441,0.59,2744,10,17,6.2,100,380,5,3.8,31,Not Dual Threat,Texas,5,Other,0.8800962715591628,0.39924906132665833,-0.25609756097560976,41.3421052631579,45.77900156411094,6.2,312.07,72,51.111111111111114,6.022222222222222,1015.8222222222222,0
2010,Aaron Murray,SEC,480210,QB,209,342,0.611,3049,24,8,8.9,87,167,4,1.9,35,Not Dual Threat,Georgia,6,Other,0.9146187516781176,0.4559659090909091,0,69.975,62.68952326124598,13.8,259.87,70.57000000000001,42.1,6.38,1019.4,0
2010,Denard Robinson,Big Ten,480237,QB,182,291,0.625,2570,18,11,8.8,256,1702,14,6.6,87,Not Dual Threat,Michigan,7,Pure Runner,0.9448249083574088,0.463855421686747,-0.14583333333333334,68.15882352941176,72.64419668837232,3.6,237.54,56.025,55.25,9.9,1017.5363636363636,0
2010,Nathan Scheelhaase,Big Ten,480413,QB,155,264,0.587,1825,17,8,6.9,185,868,5,4.7,55,Not Dual Threat,Illinois,7,Pure Runner,0.8381343376515981,0.4221165279429251,-0.16470588235294115,53.03333333333333,53.008160959431926,9.5,180.07,57.68181818181818,59.09090909090909,11.636363636363637,1019.3222222222222,0
2010,Jordan Webb,Big 12,480812,QB,121,214,0.565,1195,7,8,5.6,59,84,0,1.4,25,Not Dual Threat,Kansas,3,Other,0.9376967386470918,0.3371757925072046,-0.2058823529411765,33.07857142857143,29.04025976705333,-11.5,177.9,69.48,50.3,10.15,1016.31,0
2010,Danny O'Brien,ACC,480847,QB,192,337,0.57,2438,22,8,7.2,31,-48,1,-1.5,12,Not Dual Threat,Maryland,9,Other,0.9552486431239292,0.36834733893557425,-0.22105263157894736,56.194117647058825,53.41328648465358,8.2,205.67,63.627272727272725,41.54545454545455,7.209090909090909,1018.5181818181818,0
2010,Tanner Price,ACC,500554,QB,137,241,0.568,1349,7,8,5.6,75,120,4,1.6,28,Not Dual Threat,Wake Forest,3,Other,0.837700123846141,0.3618739903069466,-0.12280701754385964,30.988888888888887,35.14832900694585,-6,178.48,67.125,42.833333333333336,5.875,1017.3272727272728,0
2010,Tyler Bray,SEC,501546,QB,125,224,0.558,1849,18,10,8.3,20,-103,0,-5.2,9,Not Dual Threat,Tennessee,6,Other,1.0588416176499225,0.3691860465116279,0,54.964285714285715,48.90415222009918,6.4,271.56,67.32727272727273,50.81818181818182,4.627272727272727,1019.9454545454546,0
2011,Ryan Tannehill,Big 12,232059,QB,327,531,0.616,3744,29,15,7.1,58,306,4,5.3,65,Not Dual Threat,Texas A&M,7,Pocket Passer,0.867570286368503,0.47026431718061673,-0.07,66.51904761904761,66.47055214420963,17.5,193.44,72.41818181818182,46.90909090909091,11.454545454545455,1013.81,0
2011,John Brantley,SEC,235158,QB,144,240,0.6,2044,11,7,8.5,25,-120,0,-4.8,4,Not Dual Threat,Florida,7,Other,0.9209042542430398,0.38645980253878703,0,46.626666666666665,50.689116689100466,10.7,258.24,72.7,52.2,5.79,1018.5600000000001,0
2011,Brandon Weeden,Big 12,235677,QB,408,564,0.723,4727,37,13,8.4,17,-102,1,-6,11,Not Dual Threat,Oklahoma State,12,Pocket Passer,0.822007718289532,0.5155440414507773,-0.17073170731707318,76.67999999999999,74.57284739016247,27,212.82,70.68333333333334,42.25,11.158333333333333,1013.3833333333333,0
2011,Dan Persa,Big Ten,237001,QB,218,297,0.734,2376,17,7,8,79,32,1,0.4,22,Not Dual Threat,Northwestern,6,Other,0.8282326395614477,0.47335811648079307,-0.16666666666666666,67.82000000000001,56.84588930159844,2,150.59,61.09166666666667,54,9.575000000000001,1016.6,0
2011,Russell Wilson,Big Ten,238093,QB,225,309,0.728,3175,33,4,10.3,79,338,6,4.3,46,Dual Threat,Wisconsin,11,Pocket Passer,1.0059584920978564,0.5014492753623189,-0.06363636363636363,85.52105263157895,87.34501493103944,23,174.08,57.736363636363635,60.72727272727273,9.736363636363636,1013.8,0
2011,Kirk Cousins,Big Ten,238910,QB,267,419,0.637,3316,25,10,7.9,37,-39,0,-1.1,21,Not Dual Threat,Michigan State,11,Pocket Passer,0.913161363091587,0.4072289156626506,-0.16091954022988506,56.735,61.00125578777198,14.2,198.83,56.1,64.5,11.525,1015.8916666666667,0
2011,Jacory Harris,ACC,377700,QB,195,300,0.65,2486,20,9,8.3,53,88,0,1.7,28,Not Dual Threat,Miami,6,Other,0.9838166226130192,0.42816500711237554,-0.4929577464788733,66.81666666666666,59.79211533637377,9.3,198.68,77.91666666666667,57.333333333333336,7.591666666666667,1016.675,0
2011,Landry Jones,Big 12,377845,QB,355,562,0.632,4463,29,15,7.9,32,-24,2,-0.8,11,Not Dual Threat,Oklahoma,10,Pocket Passer,0.8836664096796245,0.4871495327102804,-0.06140350877192982,64.31428571428572,66.82565776399237,23.8,256.79,70.86363636363636,48.90909090909091,11.00909090909091,1013.3090909090909,0
2011,Seth Doege,Big 12,377942,QB,398,581,0.685,4004,28,10,6.9,54,46,4,0.9,48,Not Dual Threat,Texas Tech,5,Pocket Passer,0.8736026370860402,0.4782082324455206,-0.15384615384615383,56.655,63.86902036464766,2.8,230.54,70.89166666666667,39.166666666666664,12.875,1013.0416666666666,0
2011,Robert Griffin III,Big 12,378497,QB,291,402,0.724,4293,37,6,10.7,179,699,10,3.9,49,Dual Threat,Baylor,10,Dual Threat,0.934023439539254,0.5006075334143378,0,77,80.51837379743276,12,169.94,77.025,41,12.866666666666667,1013.0833333333334,0
2011,Sean Renfree,ACC,381689,QB,282,434,0.65,2891,14,11,6.7,58,-58,4,-1,8,Not Dual Threat,Duke,3,Other,0.9919876574467488,0.39014647137150466,-0.0945945945945946,42.973684210526315,48.33779097578168,-6.1,149.33,69.58333333333333,50.5,6.258333333333333,1018.5916666666667,0
2011,James Vandenberg,Big Ten,381738,QB,237,404,0.587,3022,25,7,7.5,78,61,3,0.8,24,Not Dual Threat,Iowa,7,Other,0.9118334226666366,0.427860696517413,0,62.65263157894736,57.941748578084095,5.2,208.64,58.30833333333334,62,9.116666666666667,1016.65,0
2011,Collin Klein,Big 12,381823,QB,161,281,0.573,1918,13,6,6.8,317,1141,27,3.6,63,Not Dual Threat,Kansas State,10,Pure Runner,0.9047285014179228,0.40298507462686567,0.08333333333333333,62.83809523809524,50.81068724068602,8.2,161.75,68.475,54.916666666666664,9.591666666666667,1013.5166666666667,0
2011,MarQueis Gray,Big Ten,381929,QB,108,213,0.507,1495,8,8,7,199,966,6,4.9,37,Not Dual Threat,Minnesota,3,Pure Runner,0.8962243493994465,0.3925549915397631,-0.2692307692307692,46.95555555555555,44.99853529826711,-7.1,157.15,59.50833333333333,50.416666666666664,12.583333333333334,1016.375,0
